member,date,age,gender,race
UTKFace/32_0_1_20170115234806792.jpg.chip.jpg,2017-01-15,32,0,1
UTKFace/13_1_0_20170109212934682.jpg.chip.jpg,2017-01-09,13,1,0
UTKFace/23_1_4_20170103224510895.jpg.chip.jpg,2017-01-03,23,1,4
UTKFace/18_1_0_20170109213103958.jpg.chip.jpg,2017-01-09,18,1,0
UTKFace/25_1_2_20170104020903060.jpg.chip.jpg,2017-01-04,25,1,2
UTKFace/25_0_3_20170119171900192.jpg.chip.jpg,2017-01-19,25,0,3
UTKFace/93_1_0_20170120225304313.jpg.chip.jpg,2017-01-20,93,1,0
UTKFace/63_0_0_20170111200740138.jpg.chip.jpg,2017-01-11,63,0,0
UTKFace/58_0_0_20170111171747496.jpg.chip.jpg,2017-01-11,58,0,0
UTKFace/60_1_0_20170110151506029.jpg.chip.jpg,2017-01-10,60,1,0
UTKFace/85_0_0_20170111210017033.jpg.chip.jpg,2017-01-11,85,0,0
UTKFace/55_0_0_20170120221404877.jpg.chip.jpg,2017-01-20,55,0,0
UTKFace/70_0_1_20170109150936134.jpg.chip.jpg,2017-01-09,70,0,1
UTKFace/61_0_1_20170113190738584.jpg.chip.jpg,2017-01-13,61,0,1
UTKFace/8_1_1_20170112211035045.jpg.chip.jpg,2017-01-12,8,1,1
UTKFace/55_0_3_20170119205307824.jpg.chip.jpg,2017-01-19,55,0,3
UTKFace/43_0_3_20170119171732975.jpg.chip.jpg,2017-01-19,43,0,3
UTKFace/24_0_3_20170104230211113.jpg.chip.jpg,2017-01-04,24,0,3
UTKFace/47_1_1_20170113002000875.jpg.chip.jpg,2017-01-13,47,1,1
UTKFace/48_0_0_20170104212127187.jpg.chip.jpg,2017-01-04,48,0,0
UTKFace/40_0_0_20170104201002201.jpg.chip.jpg,2017-01-04,40,0,0
UTKFace/20_1_0_20170103175634288.jpg.chip.jpg,2017-01-03,20,1,0
UTKFace/26_1_0_20170109134235854.jpg.chip.jpg,2017-01-09,26,1,0
UTKFace/85_1_3_20170110181638147.jpg.chip.jpg,2017-01-10,85,1,3
UTKFace/32_1_0_20170119163257405.jpg.chip.jpg,2017-01-19,32,1,0
UTKFace/39_1_2_20170105170215020.jpg.chip.jpg,2017-01-05,39,1,2
UTKFace/53_0_0_20170112215345416.jpg.chip.jpg,2017-01-12,53,0,0
UTKFace/35_0_0_20170105162448427.jpg.chip.jpg,2017-01-05,35,0,0
UTKFace/47_1_0_20170111182452922.jpg.chip.jpg,2017-01-11,47,1,0
UTKFace/8_1_0_20170109205116937.jpg.chip.jpg,2017-01-09,8,1,0
UTKFace/1_0_0_20161219204741557.jpg.chip.jpg,2016-12-19,1,0,0
UTKFace/87_0_0_20170110183538244.jpg.chip.jpg,2017-01-10,87,0,0
UTKFace/28_0_0_20170117180405191.jpg.chip.jpg,2017-01-17,28,0,0
UTKFace/27_0_0_20170116220751583.jpg.chip.jpg,2017-01-16,27,0,0
UTKFace/36_1_4_20170105001244316.jpg.chip.jpg,2017-01-05,36,1,4
UTKFace/9_0_0_20170110225142725.jpg.chip.jpg,2017-01-10,9,0,0
UTKFace/1_0_0_20170110213511942.jpg.chip.jpg,2017-01-10,1,0,0
UTKFace/23_0_2_20170117144607348.jpg.chip.jpg,2017-01-17,23,0,2
UTKFace/26_1_3_20170119193111657.jpg.chip.jpg,2017-01-19,26,1,3
UTKFace/40_1_0_20170109220527167.jpg.chip.jpg,2017-01-09,40,1,0
UTKFace/22_1_2_20170116172614669.jpg.chip.jpg,2017-01-16,22,1,2
UTKFace/18_1_0_20170109212554810.jpg.chip.jpg,2017-01-09,18,1,0
UTKFace/23_1_2_20170116173126492.jpg.chip.jpg,2017-01-16,23,1,2
UTKFace/53_0_3_20170119205832000.jpg.chip.jpg,2017-01-19,53,0,3
UTKFace/23_1_4_20170103212744381.jpg.chip.jpg,2017-01-03,23,1,4
UTKFace/31_0_1_20170116024204398.jpg.chip.jpg,2017-01-16,31,0,1
UTKFace/29_0_0_20170117180725353.jpg.chip.jpg,2017-01-17,29,0,0
UTKFace/26_0_1_20170117200630022.jpg.chip.jpg,2017-01-17,26,0,1
UTKFace/22_1_3_20170117143720305.jpg.chip.jpg,2017-01-17,22,1,3
UTKFace/8_1_4_20170109202334991.jpg.chip.jpg,2017-01-09,8,1,4
UTKFace/30_0_0_20170117144035842.jpg.chip.jpg,2017-01-17,30,0,0
UTKFace/24_0_0_20170105184142103.jpg.chip.jpg,2017-01-05,24,0,0
UTKFace/1_0_2_20161219204156668.jpg.chip.jpg,2016-12-19,1,0,2
UTKFace/42_1_1_20170116214643802.jpg.chip.jpg,2017-01-16,42,1,1
UTKFace/2_1_2_20161219142056888.jpg.chip.jpg,2016-12-19,2,1,2
UTKFace/26_1_1_20170116160835715.jpg.chip.jpg,2017-01-16,26,1,1
UTKFace/70_1_0_20170117155916072.jpg.chip.jpg,2017-01-17,70,1,0
UTKFace/1_0_0_20170110213223460.jpg.chip.jpg,2017-01-10,1,0,0
UTKFace/67_0_0_20170105172950852.jpg.chip.jpg,2017-01-05,67,0,0
UTKFace/30_1_3_20170104231929137.jpg.chip.jpg,2017-01-04,30,1,3
UTKFace/38_1_0_20170117121922741.jpg.chip.jpg,2017-01-17,38,1,0
UTKFace/35_1_0_20170117182819269.jpg.chip.jpg,2017-01-17,35,1,0
UTKFace/25_1_0_20170117140853353.jpg.chip.jpg,2017-01-17,25,1,0
UTKFace/28_1_2_20170104021739676.jpg.chip.jpg,2017-01-04,28,1,2
UTKFace/24_0_1_20170116003017226.jpg.chip.jpg,2017-01-16,24,0,1
UTKFace/26_0_2_20170116184721092.jpg.chip.jpg,2017-01-16,26,0,2
UTKFace/50_0_3_20170119205526776.jpg.chip.jpg,2017-01-19,50,0,3
UTKFace/32_1_1_20170103162943271.jpg.chip.jpg,2017-01-03,32,1,1
UTKFace/9_0_2_20161219192439379.jpg.chip.jpg,2016-12-19,9,0,2
UTKFace/30_1_2_20170116191317558.jpg.chip.jpg,2017-01-16,30,1,2
UTKFace/49_1_1_20170116003307142.jpg.chip.jpg,2017-01-16,49,1,1
UTKFace/18_1_0_20170109213130477.jpg.chip.jpg,2017-01-09,18,1,0
UTKFace/1_0_2_20161219190530474.jpg.chip.jpg,2016-12-19,1,0,2
UTKFace/27_0_3_20170119193304964.jpg.chip.jpg,2017-01-19,27,0,3
UTKFace/48_0_0_20170111194917142.jpg.chip.jpg,2017-01-11,48,0,0
UTKFace/43_0_3_20170119202025045.jpg.chip.jpg,2017-01-19,43,0,3
UTKFace/26_1_4_20161221193701030.jpg.chip.jpg,2016-12-21,26,1,4
UTKFace/31_1_2_20161219211907149.jpg.chip.jpg,2016-12-19,31,1,2
UTKFace/34_1_1_20170116233652892.jpg.chip.jpg,2017-01-16,34,1,1
UTKFace/56_0_3_20170119180916188.jpg.chip.jpg,2017-01-19,56,0,3
UTKFace/51_1_3_20170109132350438.jpg.chip.jpg,2017-01-09,51,1,3
UTKFace/27_1_2_20170116163822402.jpg.chip.jpg,2017-01-16,27,1,2
UTKFace/54_0_1_20170117173258493.jpg.chip.jpg,2017-01-17,54,0,1
UTKFace/80_0_0_20170117175134292.jpg.chip.jpg,2017-01-17,80,0,0
UTKFace/80_0_0_20170117175515838.jpg.chip.jpg,2017-01-17,80,0,0
UTKFace/29_0_0_20170104202110730.jpg.chip.jpg,2017-01-04,29,0,0
UTKFace/28_0_0_20170105161713835.jpg.chip.jpg,2017-01-05,28,0,0
UTKFace/25_0_1_20170113150701015.jpg.chip.jpg,2017-01-13,25,0,1
UTKFace/25_1_1_20170116175304948.jpg.chip.jpg,2017-01-16,25,1,1
UTKFace/100_1_0_20170112213001988.jpg.chip.jpg,2017-01-12,100,1,0
UTKFace/55_0_0_20170105001417083.jpg.chip.jpg,2017-01-05,55,0,0
UTKFace/30_0_3_20170117181147603.jpg.chip.jpg,2017-01-17,30,0,3
UTKFace/50_1_0_20170110151434231.jpg.chip.jpg,2017-01-10,50,1,0
UTKFace/40_0_0_20170109012159348.jpg.chip.jpg,2017-01-09,40,0,0
UTKFace/44_1_1_20170116164354400.jpg.chip.jpg,2017-01-16,44,1,1
UTKFace/36_0_0_20170117183142678.jpg.chip.jpg,2017-01-17,36,0,0
UTKFace/30_1_3_20170117181342861.jpg.chip.jpg,2017-01-17,30,1,3
UTKFace/40_0_3_20170117181129612.jpg.chip.jpg,2017-01-17,40,0,3
UTKFace/40_0_0_20170104201930209.jpg.chip.jpg,2017-01-04,40,0,0
UTKFace/16_1_0_20170109214138699.jpg.chip.jpg,2017-01-09,16,1,0
UTKFace/26_0_1_20170116201929711.jpg.chip.jpg,2017-01-16,26,0,1
UTKFace/8_0_0_20170110215948795.jpg.chip.jpg,2017-01-10,8,0,0
UTKFace/8_1_0_20170117154607954.jpg.chip.jpg,2017-01-17,8,1,0
UTKFace/56_1_1_20170110153339650.jpg.chip.jpg,2017-01-10,56,1,1
UTKFace/25_1_1_20170112205034330.jpg.chip.jpg,2017-01-12,25,1,1
UTKFace/64_0_0_20170105183706463.jpg.chip.jpg,2017-01-05,64,0,0
UTKFace/43_0_3_20170119164253885.jpg.chip.jpg,2017-01-19,43,0,3
UTKFace/27_0_4_20170103234827428.jpg.chip.jpg,2017-01-03,27,0,4
UTKFace/4_1_2_20170109191204629.jpg.chip.jpg,2017-01-09,4,1,2
UTKFace/23_1_2_20170116173154425.jpg.chip.jpg,2017-01-16,23,1,2
UTKFace/23_1_1_20170114034152328.jpg.chip.jpg,2017-01-14,23,1,1
UTKFace/28_0_0_20170117180529832.jpg.chip.jpg,2017-01-17,28,0,0
UTKFace/24_0_4_20170117194332787.jpg.chip.jpg,2017-01-17,24,0,4
UTKFace/42_1_1_20170113001251739.jpg.chip.jpg,2017-01-13,42,1,1
UTKFace/72_1_0_20170110153242401.jpg.chip.jpg,2017-01-10,72,1,0
UTKFace/27_0_2_20170105161443219.jpg.chip.jpg,2017-01-05,27,0,2
UTKFace/2_1_3_20161219224725248.jpg.chip.jpg,2016-12-19,2,1,3
UTKFace/4_1_2_20161219204019100.jpg.chip.jpg,2016-12-19,4,1,2
UTKFace/35_0_2_20170116191142333.jpg.chip.jpg,2017-01-16,35,0,2
UTKFace/35_0_0_20170119200925684.jpg.chip.jpg,2017-01-19,35,0,0
UTKFace/36_1_0_20170117183326086.jpg.chip.jpg,2017-01-17,36,1,0
UTKFace/1_1_0_20170109194642759.jpg.chip.jpg,2017-01-09,1,1,0
UTKFace/52_0_0_20170113183752750.jpg.chip.jpg,2017-01-13,52,0,0
UTKFace/29_0_1_20170117104538522.jpg.chip.jpg,2017-01-17,29,0,1
UTKFace/22_0_2_20170104021348142.jpg.chip.jpg,2017-01-04,22,0,2
UTKFace/1_0_0_20161219140627985.jpg.chip.jpg,2016-12-19,1,0,0
UTKFace/28_1_0_20170104181556245.jpg.chip.jpg,2017-01-04,28,1,0
UTKFace/3_1_1_20170109194619954.jpg.chip.jpg,2017-01-09,3,1,1
UTKFace/12_1_2_20170103201240488.jpg.chip.jpg,2017-01-03,12,1,2
UTKFace/3_1_2_20161219141805465.jpg.chip.jpg,2016-12-19,3,1,2
UTKFace/53_0_3_20170119201334485.jpg.chip.jpg,2017-01-19,53,0,3
UTKFace/58_0_0_20170117191837444.jpg.chip.jpg,2017-01-17,58,0,0
UTKFace/45_1_0_20170117135048155.jpg.chip.jpg,2017-01-17,45,1,0
UTKFace/65_1_0_20170110140924521.jpg.chip.jpg,2017-01-10,65,1,0
UTKFace/85_1_2_20170112204748587.jpg.chip.jpg,2017-01-12,85,1,2
UTKFace/40_0_0_20170117182850349.jpg.chip.jpg,2017-01-17,40,0,0
UTKFace/26_1_1_20170116234436659.jpg.chip.jpg,2017-01-16,26,1,1
UTKFace/34_1_0_20170103183211424.jpg.chip.jpg,2017-01-03,34,1,0
UTKFace/45_0_3_20170119201309141.jpg.chip.jpg,2017-01-19,45,0,3
UTKFace/17_0_0_20170110231830374.jpg.chip.jpg,2017-01-10,17,0,0
UTKFace/53_0_1_20170120222553113.jpg.chip.jpg,2017-01-20,53,0,1
UTKFace/28_0_0_20170117202525511.jpg.chip.jpg,2017-01-17,28,0,0
UTKFace/43_0_0_20170108224844372.jpg.chip.jpg,2017-01-08,43,0,0
UTKFace/52_0_0_20170116233057278.jpg.chip.jpg,2017-01-16,52,0,0
UTKFace/15_0_3_20170104230418059.jpg.chip.jpg,2017-01-04,15,0,3
UTKFace/49_0_0_20170119211323601.jpg.chip.jpg,2017-01-19,49,0,0
UTKFace/33_1_0_20170117171111730.jpg.chip.jpg,2017-01-17,33,1,0
UTKFace/5_0_2_20161219140923888.jpg.chip.jpg,2016-12-19,5,0,2
UTKFace/30_0_0_20170104201841050.jpg.chip.jpg,2017-01-04,30,0,0
UTKFace/25_1_0_20170109214731480.jpg.chip.jpg,2017-01-09,25,1,0
UTKFace/35_1_0_20170117134846646.jpg.chip.jpg,2017-01-17,35,1,0
UTKFace/1_1_1_20170109191256746.jpg.chip.jpg,2017-01-09,1,1,1
UTKFace/14_1_0_20170109203638205.jpg.chip.jpg,2017-01-09,14,1,0
UTKFace/22_0_3_20170119162746691.jpg.chip.jpg,2017-01-19,22,0,3
UTKFace/23_1_3_20170117144215201.jpg.chip.jpg,2017-01-17,23,1,3
UTKFace/6_1_2_20161219190053203.jpg.chip.jpg,2016-12-19,6,1,2
UTKFace/28_0_1_20170112211822909.jpg.chip.jpg,2017-01-12,28,0,1
UTKFace/78_1_0_20170120224727472.jpg.chip.jpg,2017-01-20,78,1,0
UTKFace/29_0_2_20170116172041615.jpg.chip.jpg,2017-01-16,29,0,2
UTKFace/30_0_0_20170117000350509.jpg.chip.jpg,2017-01-17,30,0,0
UTKFace/25_0_0_20170117203843296.jpg.chip.jpg,2017-01-17,25,0,0
UTKFace/1_0_3_20161219230232072.jpg.chip.jpg,2016-12-19,1,0,3
UTKFace/24_1_3_20170104231625010.jpg.chip.jpg,2017-01-04,24,1,3
UTKFace/25_1_0_20170117135959687.jpg.chip.jpg,2017-01-17,25,1,0
UTKFace/37_0_0_20170116205011822.jpg.chip.jpg,2017-01-16,37,0,0
UTKFace/29_1_0_20170117092615047.jpg.chip.jpg,2017-01-17,29,1,0
UTKFace/40_0_1_20170120220605251.jpg.chip.jpg,2017-01-20,40,0,1
UTKFace/30_0_3_20170119195646516.jpg.chip.jpg,2017-01-19,30,0,3
UTKFace/36_0_0_20170104173019797.jpg.chip.jpg,2017-01-04,36,0,0
UTKFace/90_0_0_20170111210338948.jpg.chip.jpg,2017-01-11,90,0,0
UTKFace/12_1_2_20170117145333545.jpg.chip.jpg,2017-01-17,12,1,2
UTKFace/34_0_1_20170116003530809.jpg.chip.jpg,2017-01-16,34,0,1
UTKFace/27_1_0_20170116200842891.jpg.chip.jpg,2017-01-16,27,1,0
UTKFace/12_0_0_20170104013257914.jpg.chip.jpg,2017-01-04,12,0,0
UTKFace/36_0_0_20170119180123410.jpg.chip.jpg,2017-01-19,36,0,0
UTKFace/30_1_0_20170116201303368.jpg.chip.jpg,2017-01-16,30,1,0
UTKFace/26_1_1_20170116223107516.jpg.chip.jpg,2017-01-16,26,1,1
UTKFace/46_0_0_20170116192705365.jpg.chip.jpg,2017-01-16,46,0,0
UTKFace/28_0_1_20170117170646824.jpg.chip.jpg,2017-01-17,28,0,1
UTKFace/56_1_0_20170103180159982.jpg.chip.jpg,2017-01-03,56,1,0
UTKFace/1_0_4_20170103210101969.jpg.chip.jpg,2017-01-03,1,0,4
UTKFace/35_0_1_20170113190521337.jpg.chip.jpg,2017-01-13,35,0,1
UTKFace/10_0_1_20170110225339066.jpg.chip.jpg,2017-01-10,10,0,1
UTKFace/27_0_2_20170119193328922.jpg.chip.jpg,2017-01-19,27,0,2
UTKFace/25_1_0_20170117140138784.jpg.chip.jpg,2017-01-17,25,1,0
UTKFace/18_1_3_20170104221922679.jpg.chip.jpg,2017-01-04,18,1,3
UTKFace/52_1_0_20170117161058646.jpg.chip.jpg,2017-01-17,52,1,0
UTKFace/7_1_0_20170109205254531.jpg.chip.jpg,2017-01-09,7,1,0
UTKFace/43_0_0_20170117185856051.jpg.chip.jpg,2017-01-17,43,0,0
UTKFace/29_1_2_20170116162732878.jpg.chip.jpg,2017-01-16,29,1,2
UTKFace/34_0_0_20170114031602748.jpg.chip.jpg,2017-01-14,34,0,0
UTKFace/75_1_2_20170110182818569.jpg.chip.jpg,2017-01-10,75,1,2
UTKFace/41_0_0_20170117131132677.jpg.chip.jpg,2017-01-17,41,0,0
UTKFace/65_0_0_20170104185405486.jpg.chip.jpg,2017-01-04,65,0,0
UTKFace/69_1_0_20170110122730511.jpg.chip.jpg,2017-01-10,69,1,0
UTKFace/23_0_3_20170117144200145.jpg.chip.jpg,2017-01-17,23,0,3
UTKFace/38_1_1_20170116160301002.jpg.chip.jpg,2017-01-16,38,1,1
UTKFace/4_0_1_20170110213311678.jpg.chip.jpg,2017-01-10,4,0,1
UTKFace/24_1_0_20170104021527253.jpg.chip.jpg,2017-01-04,24,1,0
UTKFace/53_0_0_20170104205937252.jpg.chip.jpg,2017-01-04,53,0,0
UTKFace/9_1_0_20170109202813775.jpg.chip.jpg,2017-01-09,9,1,0
UTKFace/22_0_1_20170113133350977.jpg.chip.jpg,2017-01-13,22,0,1
UTKFace/26_1_0_20170116021541440.jpg.chip.jpg,2017-01-16,26,1,0
UTKFace/25_1_3_20170104231534609.jpg.chip.jpg,2017-01-04,25,1,3
UTKFace/86_0_2_20170105174932870.jpg.chip.jpg,2017-01-05,86,0,2
UTKFace/4_1_3_20161219225056888.jpg.chip.jpg,2016-12-19,4,1,3
UTKFace/18_1_1_20170117140105352.jpg.chip.jpg,2017-01-17,18,1,1
UTKFace/1_0_3_20161219230541656.jpg.chip.jpg,2016-12-19,1,0,3
UTKFace/42_0_2_20170112215219256.jpg.chip.jpg,2017-01-12,42,0,2
UTKFace/26_1_2_20170116175919039.jpg.chip.jpg,2017-01-16,26,1,2
UTKFace/35_1_1_20170116160205469.jpg.chip.jpg,2017-01-16,35,1,1
UTKFace/44_1_0_20170117190015938.jpg.chip.jpg,2017-01-17,44,1,0
UTKFace/26_0_1_20170116235022816.jpg.chip.jpg,2017-01-16,26,0,1
UTKFace/26_0_0_20170116235217494.jpg.chip.jpg,2017-01-16,26,0,0
UTKFace/85_0_0_20170111210445676.jpg.chip.jpg,2017-01-11,85,0,0
UTKFace/54_0_0_20170111222018526.jpg.chip.jpg,2017-01-11,54,0,0
UTKFace/30_0_1_20170117194500557.jpg.chip.jpg,2017-01-17,30,0,1
UTKFace/32_0_0_20170116205924224.jpg.chip.jpg,2017-01-16,32,0,0
UTKFace/25_1_0_20170117195311260.jpg.chip.jpg,2017-01-17,25,1,0
UTKFace/61_0_1_20170111170127865.jpg.chip.jpg,2017-01-11,61,0,1
UTKFace/73_0_0_20170104213702565.jpg.chip.jpg,2017-01-04,73,0,0
UTKFace/34_0_3_20170119163319768.jpg.chip.jpg,2017-01-19,34,0,3
UTKFace/41_0_3_20170119171546296.jpg.chip.jpg,2017-01-19,41,0,3
UTKFace/15_0_0_20170103200850696.jpg.chip.jpg,2017-01-03,15,0,0
UTKFace/67_0_0_20170120224529039.jpg.chip.jpg,2017-01-20,67,0,0
UTKFace/26_1_0_20170117201449668.jpg.chip.jpg,2017-01-17,26,1,0
UTKFace/18_0_0_20170110232624418.jpg.chip.jpg,2017-01-10,18,0,0
UTKFace/25_0_1_20170113134148688.jpg.chip.jpg,2017-01-13,25,0,1
UTKFace/1_0_2_20161219141912009.jpg.chip.jpg,2016-12-19,1,0,2
UTKFace/85_1_2_20170110183021416.jpg.chip.jpg,2017-01-10,85,1,2
UTKFace/29_0_1_20170113173002656.jpg.chip.jpg,2017-01-13,29,0,1
UTKFace/40_0_1_20170117195245795.jpg.chip.jpg,2017-01-17,40,0,1
UTKFace/4_0_2_20161219194114267.jpg.chip.jpg,2016-12-19,4,0,2
UTKFace/24_1_4_20170104005617062.jpg.chip.jpg,2017-01-04,24,1,4
UTKFace/5_1_0_20170109192719152.jpg.chip.jpg,2017-01-09,5,1,0
UTKFace/58_0_0_20170120224606727.jpg.chip.jpg,2017-01-20,58,0,0
UTKFace/21_0_1_20170114032109958.jpg.chip.jpg,2017-01-14,21,0,1
UTKFace/45_0_0_20170113182911812.jpg.chip.jpg,2017-01-13,45,0,0
UTKFace/26_0_2_20170116181343246.jpg.chip.jpg,2017-01-16,26,0,2
UTKFace/26_0_1_20170116233406148.jpg.chip.jpg,2017-01-16,26,0,1
UTKFace/1_1_0_20170110212607474.jpg.chip.jpg,2017-01-10,1,1,0
UTKFace/73_1_0_20170120230208857.jpg.chip.jpg,2017-01-20,73,1,0
UTKFace/3_1_2_20161219212116151.jpg.chip.jpg,2016-12-19,3,1,2
UTKFace/24_1_2_20170116193511273.jpg.chip.jpg,2017-01-16,24,1,2
UTKFace/26_1_0_20170105002839534.jpg.chip.jpg,2017-01-05,26,1,0
UTKFace/90_0_2_20170111210435708.jpg.chip.jpg,2017-01-11,90,0,2
UTKFace/25_0_0_20170116223117663.jpg.chip.jpg,2017-01-16,25,0,0
UTKFace/60_1_0_20170110140707890.jpg.chip.jpg,2017-01-10,60,1,0
UTKFace/21_1_3_20170117142510610.jpg.chip.jpg,2017-01-17,21,1,3
UTKFace/37_1_0_20170117183426542.jpg.chip.jpg,2017-01-17,37,1,0
UTKFace/26_0_3_20170119183349137.jpg.chip.jpg,2017-01-19,26,0,3
UTKFace/45_0_1_20170117140619918.jpg.chip.jpg,2017-01-17,45,0,1
UTKFace/29_0_1_20170117135753077.jpg.chip.jpg,2017-01-17,29,0,1
UTKFace/40_1_0_20170117092211401.jpg.chip.jpg,2017-01-17,40,1,0
UTKFace/5_1_0_20170109205316524.jpg.chip.jpg,2017-01-09,5,1,0
UTKFace/2_0_4_20170103210341459.jpg.chip.jpg,2017-01-03,2,0,4
UTKFace/39_1_0_20170103181831665.jpg.chip.jpg,2017-01-03,39,1,0
UTKFace/40_0_2_20170116222954442.jpg.chip.jpg,2017-01-16,40,0,2
UTKFace/30_1_0_20170117114710101.jpg.chip.jpg,2017-01-17,30,1,0
UTKFace/43_1_0_20170108234555262.jpg.chip.jpg,2017-01-08,43,1,0
UTKFace/45_0_0_20170117182204430.jpg.chip.jpg,2017-01-17,45,0,0
UTKFace/38_0_2_20170116232740686.jpg.chip.jpg,2017-01-16,38,0,2
UTKFace/8_1_4_20170103212955884.jpg.chip.jpg,2017-01-03,8,1,4
UTKFace/55_1_1_20170112221944068.jpg.chip.jpg,2017-01-12,55,1,1
UTKFace/22_1_4_20170103223419073.jpg.chip.jpg,2017-01-03,22,1,4
UTKFace/28_0_1_20170113141507985.jpg.chip.jpg,2017-01-13,28,0,1
UTKFace/25_1_2_20170116175148849.jpg.chip.jpg,2017-01-16,25,1,2
UTKFace/27_0_1_20170117010723234.jpg.chip.jpg,2017-01-17,27,0,1
UTKFace/2_1_4_20170103210934483.jpg.chip.jpg,2017-01-03,2,1,4
UTKFace/40_0_0_20170104205931291.jpg.chip.jpg,2017-01-04,40,0,0
UTKFace/33_1_0_20170112235228201.jpg.chip.jpg,2017-01-12,33,1,0
UTKFace/9_0_0_20170110220623658.jpg.chip.jpg,2017-01-10,9,0,0
UTKFace/58_0_0_20170120224926808.jpg.chip.jpg,2017-01-20,58,0,0
UTKFace/73_0_1_20170117194956074.jpg.chip.jpg,2017-01-17,73,0,1
UTKFace/26_1_3_20170117152925781.jpg.chip.jpg,2017-01-17,26,1,3
UTKFace/56_1_0_20170110175738208.jpg.chip.jpg,2017-01-10,56,1,0
UTKFace/35_1_0_20170117150810173.jpg.chip.jpg,2017-01-17,35,1,0
UTKFace/57_0_3_20170119183926056.jpg.chip.jpg,2017-01-19,57,0,3
UTKFace/36_0_2_20170116191916920.jpg.chip.jpg,2017-01-16,36,0,2
UTKFace/34_0_3_20170119151259742.jpg.chip.jpg,2017-01-19,34,0,3
UTKFace/45_0_0_20170120221308125.jpg.chip.jpg,2017-01-20,45,0,0
UTKFace/26_1_1_20170112210330228.jpg.chip.jpg,2017-01-12,26,1,1
UTKFace/22_0_3_20170119162917829.jpg.chip.jpg,2017-01-19,22,0,3
UTKFace/23_0_4_20170117194027228.jpg.chip.jpg,2017-01-17,23,0,4
UTKFace/1_1_2_20161219141502337.jpg.chip.jpg,2016-12-19,1,1,2
UTKFace/60_0_3_20170111203540060.jpg.chip.jpg,2017-01-11,60,0,3
UTKFace/41_1_0_20170117135713137.jpg.chip.jpg,2017-01-17,41,1,0
UTKFace/26_1_3_20170119193114418.jpg.chip.jpg,2017-01-19,26,1,3
UTKFace/84_0_1_20170117192953555.jpg.chip.jpg,2017-01-17,84,0,1
UTKFace/26_1_1_20170112211527323.jpg.chip.jpg,2017-01-12,26,1,1
UTKFace/21_0_4_20161223214833090.jpg.chip.jpg,2016-12-23,21,0,4
UTKFace/65_0_0_20170111204905982.jpg.chip.jpg,2017-01-11,65,0,0
UTKFace/25_0_0_20170113174036233.jpg.chip.jpg,2017-01-13,25,0,0
UTKFace/2_1_2_20161219211625838.jpg.chip.jpg,2016-12-19,2,1,2
UTKFace/81_1_0_20170109150922380.jpg.chip.jpg,2017-01-09,81,1,0
